13310puequi 1.000000
13318uniqui 1.000000
17996indbel 1.000000
17997indbel 1.000000
17998indbel 1.000000
17999indbel 1.000000
18000indbel 1.000000
18151nigbel 1.000000
18152puebel 1.000000
18153nigbel 1.000000
18154puebel 1.000000
18155nigbel 1.000000
18156nigbel 1.000000
18157nigbel 1.000000
18158nigbel 1.000000
18159nigbel 1.000000
18160gutbel 1.000000
18161puebel 1.000000
18162nigbel 1.000000
18163unibel 1.000000
18165nigbel 1.000000
18166puebel 1.000000
18169puebel 1.000000
18171nigbel 1.000000
18172puebel 1.000000
18174puebel 1.000000
18175puebel 1.000000
18176puebel 1.000000
18178puebel 1.000000
18179puebel 1.000000
18180puebel 1.000000
18185nigbel 1.000000
18187nigbel 1.000000
18195indbel 1.000000
18222indbel 1.000000
18225indbel 1.000000
18226indbel 1.000000
18227indbel 1.000000
18261unibel 1.000000
18263abebel 1.000000
18267unibel 1.000000
18274unibel 1.000000
18276unibel 1.000000
18418nigboc 1.000000
18419pueboc 1.000000
18420uniboc 1.000000
18421pueboc 1.000000
18422pueboc 1.000000
18424nigboc 1.000000
18426pueboc 1.000000
18427pueboc 1.000000
18428nigboc 1.000000
18429pueboc 1.000000
18430pueboc 1.000000
18432pueboc 1.000000
18434pueboc 1.000000
18435uniboc 1.000000
18439uniboc 1.000000
18440uniboc 1.000000
18441uniboc 1.000000
18442uniboc 1.000000
18445uniboc 1.000000
18446uniboc 1.000000
18447uniboc 1.000000
18448uniboc 1.000000
18449gumboc 1.000000
18450uniboc 1.000000
18452abeboc 1.000000
18454uniboc 1.000000
18471abeboc 1.000000
18492abebel 1.000000
18493abebel 1.000000
18901nigboc 1.000000
18902nigboc 1.000000
18903nigboc 1.000000
18904nigboc 1.000000
18905nigboc 1.000000
18906nigboc 1.000000
18907nigboc 1.000000
18909nigboc 1.000000
18912pueboc 1.000000
18915pueboc 1.000000
18917pueboc 1.000000
18935affboc 1.000000
18936affboc 1.000000
18949abegun 1.000000
18986affboc 1.000000
19076gutbar 1.000000
19077tanbar 1.000000
19079tanbar 1.000000
19080gutbar 1.000000
19104puegun 1.000000
19105niggun 1.000000
19106puegun 1.000000
19108puegun 1.000000
19124indgun 1.000000
19131niggun 1.000000
19150niggun 1.000000
19162indgun 1.000000
19174affgun 1.000000
19190indgun 1.000000
19235gutgun 1.000000
19294affgun 1.000000
19416chlbar 1.000000
19425chlbar 1.000000
19426puebar 1.000000
19427puebar 1.000000
19428puebar 1.000000
19435chlbar 1.000000
19437tanbar 1.000000
19519affgun 1.000000
19546abegun 1.000000
19708abegun 1.000000
19881unibel 1.000000
20068gutbel 1.000000
20069gutbel 1.000000
20092unibel 1.000000
20120unibel 1.000000
20126unibel 1.000000
20128unibel 1.000000
20135unibel 1.000000
20149unibel 1.000000
20418gumhon 1.000000
20419gumhon 1.000000
20420gumhon 1.000000
20421ranhon 1.000000
20425abehon 1.000000
20426gumhon 1.000000
20427gumhon 1.000000
20428gumhon 1.000000
20429ranhon 1.000000
20430ranhon 1.000000
20433abehon 1.000000
20435chlhon 1.000000
20551puehon 1.000000
20552puehon 1.000000
20553puehon 1.000000
20554puehon 1.000000
20555puehon 1.000000
20556puehon 1.000000
20558puehon 1.000000
20559puehon 1.000000
20560unihon 1.000000
20561unihon 1.000000
20562unihon 1.000000
20563unihon 1.000000
20564unihon 1.000000
20565unihon 1.000000
20566unihon 1.000000
20567unihon 1.000000
